loan_id,customer_id,loan_amount,interest_rate,start_date
LONPUNEHLZSK0W1,CUSNXHN5E0EV6XG,67619.31,13.48,7/24/2019
LONMCBY2NA784SA,CUSSZU8LQUHGFWW,149863.39,11.84,9/17/2024
LONF4DM6YC9NC1Y,CUS9QKBDCEPQFK2,204018.24,12.3,11/12/2023
LONIO6AHFHMV1HX,CUSPN8D4F7D5T16,198006.16,7.73,7/13/2019
LONESB4W9D95ZHW,CUSDQMT9D9EBBEW,146824.6,6.42,12/24/2024
LONGB6CUS9H8B4Q,CUS8LPBC8MRGLXE,23788.17,13.36,11/13/2019
LONOZMECGW606GK,CUSGZX4198ISTIM,189411.89,10.57,9/12/2022
LON8A9ZN0UE2HJR,CUSMWKBW7R5JEPI,26758.34,4.27,9/10/2020
LONX739FXHIJREI,CUSQBF9XZA1JQYF,104337.23,3.33,7/17/2021
LON4V21ETUCH60R,CUSZTSF159JQ99B,195648.43,12.03,4/27/2023
LONE3O51FMY8RCM,CUSZKNYCJFKQNRI,29243.46,13.39,8/3/2019
LON01RO4AGINDSG,CUS3ZDBKD0FJI2C,8180.82,7.21,12/9/2019
LONBD7M28JGBI2X,CUSXIME6ACVW2W9,297090.73,10.39,1/17/2021
LONIWBFGHPL1CC0,CUSRG5H8BJTXPJU,243079.58,9.83,3/19/2021
LON6JXASF54T9U8,CUSG334EKPQX8EU,16489.54,2.04,3/20/2021
LONMKEDYX78LEUX,CUS1MDC6YISWS4W,72938.74,6.56,1/11/2022
LONUW5LSGRQ1CNN,CUSCLJHNKKXS9OI,157656.47,9.3,4/3/2020
LONF4M31RM5T74Z,CUSB7VLN803BHM2,159684.43,3.8,7/21/2021
LONNVI9C9QU9RIS,CUSN96UKOUXPMCI,136920.45,6.79,12/28/2021
LOND3KFFOKZE0DW,CUSMPKS6C23F4ZJ,33349.02,4.58,6/17/2025
LONTFMS17SGGC49,CUS416ENDOAUOCZ,3089.99,11.78,4/24/2019
LON1SL5QQMDGDME,CUSUE3G87RURZKJ,11641.01,8.77,10/30/2022
LONNBS8QUD2KIKJ,CUS66U4WQQYDNW8,81125.51,7.93,7/14/2020
LONB2CS82TB3SJJ,CUST8K9HR21IJH6,34074.81,8.66,4/19/2021
LONYMD2ZUPTWUD7,CUSU4QRD1UBJLHO,208331.25,10.83,7/12/2022
LONJM8LF8G1R0HL,CUSM5EV2Z384Z37,171940.3,14.35,12/19/2023
LONX2D1KJP4VJX2,CUS9S9GKH5K1NF7,125734.43,3.4,7/19/2025
LONZ1I80K9QZJQC,CUSC42TD9HMF8CT,123471.7,8.33,6/13/2022
LON4DIUJ8HT73PF,CUS8QQPQW4TE1FE,194494.47,9.13,7/31/2025
LONJ05R3VT6A5GN,CUSIOJCHHV8DY9S,281707.96,5.08,4/1/2023
LONEYJDM4CNK1N1,CUST65LA8HHN6QM,179848.71,4.9,11/18/2021
LONQ5Y6V8OIIQJK,CUSNRSFLBJ5AMG6,166405.63,2.26,3/22/2022
LONTTV2OKX6CXB4,CUSFF4IB4BR57Z4,297295.19,5.2,6/28/2025
LONVJSF27DZU9LP,CUSK8ZL8VKSOFEC,292092.73,9.68,1/8/2020
LONL4VCSOOX5FM7,CUSHD2A1HJWUF29,55918.33,6.77,6/14/2023
LONBEZZXFOPP55X,CUSTJWT7HBVOMIU,159224.84,2.68,3/9/2021
LONIQAY0EIUWF5P,CUS2M447XP649CN,152408.7,13.78,5/1/2019
LONNL2YSOZRAHJC,CUSHWNYJ05B0IA6,141909.07,6.85,3/28/2025
LONFBK44GAA8JQE,CUSA9ZAOU74JBB1,16788.19,14.3,1/27/2019
LONVHYSBJUIXGBC,CUSRTAJEXJGLUHZ,122272.61,6.37,11/20/2023
LONBEHJBZZ65C1Z,CUSHEDC5D8ZVTTX,173469.76,14.5,9/3/2019
LON9M08DFUZBAUL,CUSP43UMWTSH9EW,155253.99,14.75,5/10/2019
LONWTDLDHOD9R2C,CUS43FRNR8FE2HG,281485.04,2.87,10/2/2019
LON9KPM89MZ3IMI,CUSZZ3QMURVGPVB,26992.69,8.1,3/13/2021
LONXHEVBUDVYPP3,CUS30084LXN3HV3,97963.61,10.75,8/8/2020
LONL1J2SSOFLMK0,CUS8UMV2X4QQ2FT,213234.27,10.34,2/16/2020
LON5UNBX6IH89CX,CUST3ZMG1JZCJTF,278764.9,12.15,2/24/2020
LONE6KQPTCIX271,CUS6LH4P1QE8P1X,231899.08,3.04,4/4/2019
LONU2CPSF58H5JS,CUSPFI7RULPH7TG,86264.49,2.02,11/6/2019
LON87YGDPQYQ2X3,CUSHFM9R2MC0FCC,89867.97,2.62,6/18/2021
LONV78Q4JIS4Z2K,CUSUCJZ57OHOSRN,202258.64,14.22,2/9/2021
LONCZRYUZKIRTWA,CUS4EV5XWWC05SO,238547.02,7.6,4/8/2024
LONZ4HE4WGPJ77F,CUSIMRQT0QQULD3,90595.76,7.69,10/18/2019
LONDHL00C0S2HFW,CUSJ1D53YJMUHXB,245513.63,12.01,11/23/2023
LONWNO9N4G1BJE9,CUS2V8DKBLSI1T5,270996.31,2.96,9/22/2023
LONI5Y0QWESDXNP,CUSYK4EV31F96JJ,176863.58,11.31,3/31/2023
LONKSIWO5KM5FZR,CUSQLADU8BY38C5,288495.98,11.61,6/28/2023
LONYBIZLRBFMVJC,CUSC9FRLNO79WGU,140871.06,2.73,6/2/2023
LONPECLBUL076EF,CUS9M7SOIR9H9O9,69122.03,13.52,10/27/2025
LON8L6A46UGXR94,CUSQ6XE9PH62EZK,73170.87,9.37,6/11/2022
LON6Q8TDRMBSMAP,CUSX6LK7IAZGQ09,113284.84,3.65,1/30/2021
LONQR6MQWCEB9B2,CUSH5AGKD3NJ8DB,291151.87,6.27,12/1/2025
LONP3K7BMH55ESB,CUSPDXKIZIYPI1X,9597.61,9.21,5/10/2022
LONSN0V6P2N1BWB,CUSI1CGXDIDADB0,299564.22,12.86,9/13/2020
LONXTBJSB4KTMKL,CUSGUM3DNOF10V7,12179.04,11.62,12/4/2023
LONL7JBNVD3GA3U,CUSCQAT1W3IC9ME,294241.76,10.32,9/8/2020
LONA4RA7IRZRZJW,CUS2MECYJXP7X80,2171.58,7.05,9/21/2024
LON8JUIYPYNOP02,CUS7M6JHPIJG6D0,124845.77,14.16,6/25/2019
LONR648OHWBPW36,CUSIUJN6X3QJBIA,213264.67,11.07,9/6/2023
LONVO54N84IVZNG,CUSU59LC7IVL9Z6,102797.71,6.8,2/23/2023
LONB89I5GKFQZNH,CUSLSR1LIMUEM10,89245.31,9.28,5/24/2025
LONYJAO0XSMYTEF,CUSZT521QKC30KV,267007.55,3.21,2/28/2025
LONBPEYGMHAJ3VU,CUSIF7A1WA4WVKP,13788.81,4.45,3/21/2025
LONFTDTCBM25W2O,CUSFT6RUB9QB6GX,225346.72,7.14,11/30/2022
LON02CRZ583PVJG,CUS56KR48RHSSI6,11118.57,10.72,7/17/2019
LON78QDNNLEIMMR,CUSFMD13UG3ZJ39,145221.17,7.19,3/9/2022
LONB7531XH4DGM3,CUS178ACB75AOAH,251122.18,12.51,2/14/2021
LONZ3RE938ED9B5,CUS7OL4YMLJYAWP,214311.14,5.94,12/4/2019
LON40HTD5APQW6C,CUSAZYC9IX5HVDI,101895.57,2.26,1/6/2020
LON4A16XA75EPQQ,CUSLCLPXF2JE1OK,218724.57,11.76,5/8/2021
LONO2SN0FLUFV7F,CUS4S4AK5MGICCB,229521.68,9.81,10/12/2025
LON803XN5ZI5VV2,CUSWA7H2PI1U0MG,169117.43,2.76,6/12/2023
LONMQXOG1DKZLXQ,CUS8BFSFAOAWK4L,22098.61,7.68,3/3/2021
LONQHJP60I3KOPE,CUSUPYFE53JENDX,229440.25,11.6,7/19/2023
LON24IZ26QKVO0F,CUSJ3SSRGMVKD98,121479.08,6.78,3/4/2024
LONZE5DOYNHQ2JB,CUST63Q88OGSMQU,11590.32,13.62,6/19/2022
LONYGWM5UMALHS1,CUSZOW5TJ9PCRSG,177518.85,12.29,8/27/2022
LONYZ2U6AYXTMB6,CUSMI67EGWBHUYV,182187.86,8.98,2/18/2022
LON58J5EGS7OJ77,CUSOJVNB6QJZHMU,128439.91,8.99,5/30/2020
LONIF2GJ6HTXU94,CUSFL0MLOWJI8QT,68619.17,5.6,5/23/2021
LONNYALMOO7W7ZX,CUS9CYSKZ1DWNKT,290454.47,11.99,8/26/2019
LON1HL5ZJZLBDOQ,CUSWADRAVDJ8OS5,87984.52,11.94,1/2/2020
LONDU0PAB4I13JA,CUSA2CL1KNBNCKR,170714.53,13.9,4/1/2019
LON2QS9E9BR0PHC,CUS5KE15GFNJD44,148162.26,9.64,7/19/2020
LON79L3LF393LCR,CUSYMIIM84G4YQS,278818.95,11.19,2/12/2020
LON2JJGV4HFYWOO,CUSSV9WG07PGD4W,70245.58,11.7,2/10/2024
LON8EI9ZQYOPIQX,CUS3AEJLKYH4H00,179476.3,5.66,2/14/2021
LONNSYRZ2XUNQ7H,CUSIJ6AAXVJ5PGE,182812.33,3.7,6/9/2025
LONDFWX4WL6WAAL,CUSDBLKDU6HTJ9P,186557.44,7.22,5/3/2019
LONVO0VNV7OK413,CUSZRR7JUHH272J,145762.04,5.2,10/20/2024
LONK7RFPIAM4CNF,CUSQJVG12QS8ZYS,173182.31,14.41,9/27/2021
LON2NI5AOGL0RFK,CUS5QRY6YF5RRG6,183558.16,2.39,5/26/2021
LONG8F433S3O0QL,CUS2P9UD6ET65HY,291397.49,3.19,2/17/2020
LONBCPD26X5OYIB,CUSKLVU3YXVP9J2,255960.56,3.06,9/19/2023
LONZASMC3KOZSLR,CUSTSE3QEPW9DQ9,243575.84,9.35,5/27/2024
LONC7TDB8T9CD40,CUSKMRL48297GBK,36880.05,8.75,9/5/2019
LONHHYAOM11IRQG,CUS0PFO9L57J1P4,196194.54,5.71,3/11/2022
LONY7P9UDNWPJE6,CUS1YJ74Q7SVOQ8,189482.56,9.56,7/20/2020
LONVRVNSEZVIX4B,CUSKVZ2CO9YUA8N,177863.05,11.58,10/17/2019
LONZ0OPZ0U4DE0Z,CUS00QDWQ13CBO9,251541.11,14.02,8/12/2021
LON5QU7MDEHN0Y5,CUSA2SN66IP3AGH,31798.77,2.5,8/13/2022
LONLD4C7UU0WXP3,CUSSJ2FWVGIE4XZ,31264.43,13,4/25/2023
LONXPYAZPYEEG5W,CUSHU8NJ3MX47U8,82203.52,3.71,1/19/2021
LONM3IXG38KJM3C,CUSHLWKCYOPU2YT,91217.5,10.04,6/3/2025
LON6FT3EA9B0IRJ,CUSLSFDAT09X0ZF,3893.77,4.83,3/19/2024
LONU2HMD5OH7T53,CUS3X4XRFO8P1JA,246803.43,10.96,10/30/2019
LONRC0GHZDQJSVD,CUSZL8IA1YFWRFQ,142852.42,9.53,4/25/2024
LONQ8EPJGNOQH3Q,CUSBR5K4TZZAKQY,296677.14,13.97,2/1/2021
LON0D6991T9AMWP,CUS6NWK17HCT5H7,210894.18,2.75,1/19/2025
LONN5JSYKVV38FI,CUS09EQFMD1JMKX,261118.57,5.08,3/26/2019
LON2Y4I76MD15YB,CUS8OIP8CQSJMUV,35490.18,13.99,8/27/2024
LON62SC1N2DHSD3,CUSWIUKZHGTCYT5,212743.58,14.57,10/13/2020
LONDE9VFOBIEV1R,CUST3ZKH7FUS12L,124933.38,7.4,2/22/2024
LONS0T1UUU0MT5E,CUSEL81I4EC7KUF,63148.99,10.93,10/15/2023
LONQRCT90SPCGEY,CUSZH3UO2GRP3XM,186158.58,11.09,7/19/2021
LONGD9XH6BES10X,CUSV8XUV14N2R5B,63156.4,6.26,3/9/2024
LON69B3QAY0B7I0,CUSJ7STC9VSQROP,258792.63,7.86,2/16/2020
LON9NJJRX2IB45K,CUS002V4AVJO5UQ,182474.94,14.6,12/1/2022
LON38U31B6K4TXQ,CUSTYZS26OCLKI8,139796.08,4.73,2/26/2023
LON3JMCQUA0RHUT,CUSCZP7MEP9O3NE,258242.14,13.85,5/4/2024
LONIM2ZO3POBJLI,CUSXARTR2BNLKAS,113997.72,9.58,11/2/2019
LON3M691V8SVSHG,CUSJEX78KHP9DO6,298907.75,9.3,3/11/2019
LONY0BE47OFB8V2,CUSQXAD1C6NWRCP,159729.33,12.19,10/6/2024
LON1IZ7CVUAFT8D,CUS5N7TT9SG8SYK,97103.51,3.8,1/27/2020
LON87X7EC1OK6XL,CUSCKK072UH75YF,287235.38,14.83,6/22/2024
LOND93G62NK76KG,CUSKQM2VZ2OIJ9M,257273.89,5.4,4/12/2025
LONNND3ANVUGWA6,CUSOS0OB1NCGFFO,263169.88,6.49,2/6/2023
LONUQZXJ8EJW1U1,CUSUDI2LYI3JUP6,125774.62,6.75,12/15/2020
LONRZ8HLK6QJ5S3,CUSLNKI1JU13X6U,55450.4,9.24,12/15/2023
LONDB36ULH20R34,CUS17S9GRZQ6BGJ,202179.99,14.01,8/29/2021
LONY7Z1IP0PJJRN,CUS43Q8Z0LEUBLY,242648.72,10.14,3/13/2023
LONRNG4ZNZBYN5B,CUSLKWFFSQN7XDZ,60699.49,9.87,8/2/2021
LON20BNCGIZKE0V,CUS1I4OGZJ802SX,118064,6.98,2/4/2021
LON7XJGB5FMA70G,CUS013XRIMYMKRC,275813.09,6.34,5/24/2020
LON3PB6PHGU8DFF,CUSW62JMQLQ3432,225622.09,9.3,10/31/2020
LONOR6ST1JBMA46,CUSV3CJHM5T51BU,274263.55,11.63,8/12/2024
LONNUSUOOS7HR7S,CUSKLO8Q5CEKBKG,109648.67,12.93,11/30/2020
LONNP3C30ZGIW0H,CUSQDKNJSC2E8GQ,212429.32,9.47,3/10/2024
LONQ91QLI3PU3P4,CUSF17JIQPKNS75,1120.86,13.67,5/23/2019
LONKVAXTC8GGP3K,CUSRPBJLADG1XM9,43501.44,13.81,10/23/2025
LONICW6TPPU1G5B,CUS1ZFIH48HY17B,249014.83,10.9,1/21/2021
LONGMJG0GXJU2ZW,CUS3VYI81SA5XRH,232943.72,10.53,1/3/2023
LONG7OA6PV69BRM,CUSU983QAJ7VTFU,51891.24,2.52,12/30/2019
LONR60ULBIXGUKJ,CUSKSJ0S3YQBS8U,27696.76,12.73,7/8/2021
LONKQ4LE1TF6K5H,CUS7I0PXFTPMA6A,88913.15,8.05,12/8/2022
LONWNP71VJ9LHJS,CUSALTWX6NY97AS,132355.52,7.84,8/20/2020
LONVJ5NQHG112MY,CUSYNHX2O3LFLN7,32751.28,14.77,10/28/2025
LONT9RVJRW633KQ,CUSH4RMZ9T33SBF,229059.14,7.73,2/1/2020
LONIX5OHJ0KCBUN,CUS2DSYO5RYLRQM,130352.42,9.46,11/22/2023
LONL47K317ZLF62,CUSTYJRE5NK8DYD,17480.02,11.07,5/16/2021
LONUVAJK5MT3LAA,CUSAT7Q0PSOCPX5,127431.45,14.15,5/24/2023
LONUCKRPNFW4XFZ,CUSJKEGFTKW5RCJ,148279.34,5.41,5/3/2022
LON477ODUE1FQVH,CUSYM0N7BY7Q99S,108931.51,4.04,5/7/2021
LON72G2TRJWS5Q0,CUSX1LVKARCBMNY,297705.66,13.32,2/17/2023
LONQTY3O3748381,CUS42TZ50WK0WGQ,237580.59,4.49,9/2/2019
LONKFK7SFCWILW9,CUSR1EDAQVIEPNK,163910.8,3.15,6/16/2021
LONJKTJ1G1XSW3Y,CUSCDWUAAVGHSPN,297334.84,6.9,3/13/2023
LONFPON4UT724G6,CUS3O0OJMQTBSG2,205359.21,4.86,11/7/2019
LON1J1SV8NECZH8,CUSLAYKFD7O5S8G,160491.34,11.15,10/31/2022
LON6VTLAZ3LYSN1,CUS17WJGDT5YZNU,132581.84,10.81,7/26/2019
LONGCVDIJQ77EP0,CUST2SI598KASAZ,269286.12,7.54,6/3/2021
LON5F15AFXOBKUG,CUSEDOPSZXE1308,145238.95,9.13,1/28/2024
LONKXVG63DQXZHP,CUSWXWU1R0DN952,45048.63,12.9,1/12/2023
LON5QXQX83SAW82,CUSSDCZSYHQAZL3,283761.29,10.01,1/29/2020
LONH8DXWU26QN1Y,CUSLMGA4B7WXD6C,147027.82,9.33,4/7/2021
LONCD56N3K2397H,CUSAEXH0J4OHH2G,261474.43,3.25,2/10/2020
LONR663QARIVQWX,CUS7CHE61BJ1E6B,221841.89,4.75,9/22/2023
LONVS6Y5H4ZBQ7W,CUS6UH03HNDMZ8R,149350.06,7.64,6/10/2025
LON3GMUMJIE3KJ9,CUSWKQLOYTTLAIM,176956.51,2.38,10/21/2025
LON98UT7F9Q9DKF,CUSGSO68HAU96WI,174318.47,8.96,1/9/2019
LON4W428MEL9X47,CUSB3MHOZT3K2U1,27173.94,13.3,10/11/2023
LON3DN8ZYAQ4FB5,CUSH4H28SS3R4WR,1772.04,7.47,1/17/2022
LON910IODFNIMQO,CUS6BM6NILQFT9B,53640.99,9.62,12/13/2020
LONDNNVEB4BP26T,CUSJSOPR6I46O3W,269500.43,12.23,10/15/2020
LONHMOPN7C4LLST,CUSFWNHIPLN20GK,287740.67,10.35,10/12/2021
LONEYOT1MG2XU4W,CUS3QT889T8GTMZ,258726.46,11.98,8/24/2024
LON9UUG741QSMMU,CUSR97F2Z61PQTM,51998.62,11.52,2/6/2023
LONSFQ8HL8FYBF9,CUSLBS0UMIFFVMA,72055.57,10.44,4/28/2022
LONJICCO83LOVG7,CUS9MWGJWCH13TY,263154.75,6.28,2/16/2025
LON2I1PUDLHWH2L,CUSKZ3UC8BXD14Y,246212.29,8.23,3/21/2024
LONZTY661DDHKZ9,CUSZRV2YXD4JNS7,284803.24,4.31,11/16/2021
LONFY9IQHUCOT72,CUSOCJF7R57RMIS,46977.76,2.87,4/28/2024
LONT95G0P2RBSGQ,CUSWTT7ELYMKQD5,268406.91,10.88,7/3/2019
LONW9MOWZFPQQ1A,CUSIZQAYJBNOOQX,159128.13,6.93,7/4/2024
LONAV6JC47GULBV,CUS0JJFTPRS5LO7,27738.12,4.17,8/27/2019
LONTE55JRVGWU6P,CUSBLM92QJ9NWNT,187730.67,10.07,4/13/2025
LONM4Y0QWQ9DY57,CUSJU0BT3C259LD,246009.49,3.48,5/21/2021
LONE3M7OIP53BWU,CUS6J8OWTK95H36,245704.86,11.91,9/12/2020
LONELZR1O8WQUBF,CUSHX5J7WDFP85L,242747.14,14.07,9/28/2020
LONAU94VYJ3LDEC,CUS0T3AH46C4X8R,232060.5,8.94,6/5/2019
LONO4TKS5KKLUSG,CUS9MQDK2IQDWWZ,125002.81,3.16,3/28/2021
LONLQGQELJ3UENH,CUSYZJCICDF6OPI,68978.05,5.86,12/14/2021
LONU9K1525MKMGJ,CUS4OUZADJ8WVWI,52964.2,9.61,3/28/2022
LON6G7OZDFUUD9N,CUSX7QB7V45WKQE,52287.63,13.02,5/8/2024
LON3FYBR9KTEB5S,CUSU7V8FY1APB0D,230469.49,11.07,8/17/2019
LONRVX1QAP92O1A,CUSAPTGGQ3VBUOR,243259.13,5.75,7/29/2023
LON6TEU3AFD70VF,CUSJDV552EBQ3AO,101350.38,12.98,11/6/2022
LONLHQ05XWI2Q08,CUSYN43HB7QOD2N,286715.21,3.51,12/31/2019
LONARX3OB7OG1SL,CUSH6HFEIV79FH1,230071.78,6.84,2/10/2023
LONUEWSYVH6QW47,CUSDYSVIUXFSQ1A,246037.06,6.37,7/1/2022
LONAKD1HEZTY3T1,CUSQSASV6QZH2N3,120034.11,7.17,7/12/2022
LONFX2KKIIPTG92,CUSGHC0CLBR7TCS,268500.18,9.71,12/14/2021
LONLYWKWX9TLMR6,CUSZ8CAQRZAJUDE,85011.24,12.86,1/14/2024
LONIAO8G4W827X4,CUSAAKFW0QLVB5I,226716.99,6.42,9/25/2024
LON4GXX4BMKKYS6,CUSKBRCDCGIM8ZY,212001.63,12.6,9/28/2019
LONCS1BPMU2PUKX,CUS1U4L8187CUB3,221907.32,10.61,1/15/2020
LONIT1TKJLYWKPS,CUS9L213TQTYCQJ,215633.12,13.28,10/29/2023
LONQL5QLLK0BXFE,CUS5WNKXEAFU290,201355.58,3.29,10/21/2019
LON4B34DXAUNGA3,CUSLO00GZDT4H5Q,86434.86,6.43,6/17/2021
LONCX7JO98180TH,CUS5J0M0T6GTY77,291570.63,8.38,6/16/2024
LONTR5P4J96DXB4,CUS5G65Q8LKSOSO,207483.89,2.52,3/19/2021
LON9S5DS0Y266XI,CUSFVGF5FEUN1S6,174173.05,8,2/13/2021
LONTJEB2BL7R09Y,CUS5FK0RWRSLLG2,121535.01,5.21,4/26/2019
LONT54FI1PX2E89,CUSNSK4UACEOSMS,106956.87,3.12,1/24/2019
LONICEI69UR664Q,CUSZ9F5V5J9VTOC,68364.01,9.45,3/16/2024
LONVU4URVDUDSMP,CUS4S2BCOPFQ9O9,180903.27,6.67,7/10/2025
LON7B8PFDIFMANM,CUS1PWC0II0CBQT,154626.8,2.15,11/19/2024
LONK2DQIUB9LZXB,CUSIPQXOZSVOAE7,41397.86,3.77,1/16/2021
LONHTXEYMPYWAOE,CUSK1W18RI65H63,47228.32,7.69,9/16/2025
LON1UU89HVAN4Y1,CUSEPA70HYW81GU,8641.37,2.27,9/4/2023
LONPHXSHSZY3CTP,CUSWXLZ1PEACON0,209877.62,7.51,2/20/2024
LON5P5CIG0L754E,CUSP9LZEKT60M9M,14721.14,8.46,11/15/2020
LONVI3MU8BPLL1R,CUSECFUJ4OGQSH9,140037.16,4.33,4/18/2019
LON961GMSHY88OE,CUSRSM5238CHQFW,294818.93,6.94,10/27/2022
LON2WU4CZ4PJH64,CUSYVBQQID23L32,74648.83,11.92,3/1/2025
LONZXXPRORENGC5,CUSANTTLOSHTTSV,204384.39,8.07,11/15/2021
LONCPTEF5U3STZA,CUSKU30VME5IAK9,242848.05,11.78,11/21/2023
LON57RELYMHM4XY,CUSU3G9L5Y9OHCU,48595.03,7.02,3/14/2023
LON8ZYHAD7WK4QE,CUSHNI7JX1ZRW0O,163872.01,11.99,1/2/2021
LONDV8W8ZTU7AS0,CUSHPP3D09C9YJM,98035.95,3.94,4/25/2021
LONO2XDPPJEZ9VV,CUS80MAQEB8J5SA,64456.49,3.81,6/23/2023
LONQUERXY27SX7J,CUSMEILNB0CIKGO,93342.05,8.75,7/28/2019
LONM2F7A5L0YY6R,CUS0DGLHACJ8UGX,186372.15,3.13,5/29/2020
LONQ83SIS894FTI,CUSE7SWOCI6QQ0I,270433.37,10.07,5/26/2020
LON19NSKNKJN3P8,CUSXJHS3A8MBTFF,220371.5,10.13,4/17/2019
LONYD2BDG6VMZ78,CUSYJ8PLF9WH1N8,99035.63,4.41,7/29/2021
LONMGQORQPB5SXA,CUS12PG9P66JGKB,51666.64,9.37,4/27/2019
LONWKFXLCXQBOGT,CUSRAGVLKW1XSRQ,164365.15,13.54,5/4/2024
LONI2KVRU37YH8M,CUSPZ0A14QKDFGW,120594.44,5.82,6/3/2021
LONDE86UT21PNMX,CUSZO9SN3EZ22U4,221673.78,6.7,3/7/2020
LON1XV4N9MGV6CU,CUSNFVDCURMJFR0,131291.1,4.24,12/3/2019
LONDD0WHU3Q3A5V,CUSPM69YV3LGD8S,38867.55,6.24,1/10/2024
LON2XO1RL2PELGI,CUS8N8U0989KRLJ,16884.6,12,6/22/2022
LONJL6Q6PHRM3YH,CUSPHPEBK3X9S2F,258490.33,8.1,4/17/2022
LONWCEWDAO70VXI,CUS647DMUZ0TTNH,38333.76,6.84,2/17/2022
LONQ4KN10B5XTJG,CUSMGD5XW4O5KZ4,296758.71,8.36,6/27/2019
LONT68KYVP62Q61,CUSV16TV0W96OR5,161944.95,10.34,4/24/2023
LONHHI8G44XOHZG,CUSQXAEXF32XPMU,85534.56,12.42,8/10/2024
LONETZ4IZFOM4Q9,CUSQWYBEOINVCFC,81096.56,10.92,1/27/2020
LONE3U7WBOLA1XT,CUS6VNNAMB8UL6I,242950.28,7.48,6/12/2024
LONETR0M7OUXNXF,CUSQG14NSXVOGW2,239889.46,7.77,6/24/2020
LON46W9850X94BN,CUSKI2YKCHOP5UV,93676.6,9.76,9/20/2025
LON1YL6TAUEGWUZ,CUSA0PP9GIOPHRE,207928.34,4.31,7/21/2021
LON9LVG2ZO9O5HA,CUS17LVSY4817LH,278303.42,13.53,9/1/2024
LONWU7S7YMG5WB4,CUSHO5IL62YTQWZ,299576.73,11.68,6/14/2022
LONHU9WKYP2BHRD,CUSVVSYN5UWU61Z,213698.26,7.75,12/20/2022
LONPYOL9STCMH17,CUSZ1FLGH5IKFOO,273537.01,5.97,9/19/2023
LONUHUH73J3GTS8,CUSGK10WE97166O,202130.52,6.34,7/18/2024
LONLJ3F2KE3LKK8,CUSVEYD5MLGMXZZ,258786.93,5.22,3/31/2024
LONCPNT7L6GTMXO,CUSMGHXUASZRJ2P,26058.9,7.77,6/5/2019
LONE31YIZJKMH3P,CUS96WIGUS8X9UV,30633.25,13.77,8/24/2022
LONIA9PQXO9W1G8,CUSWIFNHMIAX82M,151377.03,8.97,11/5/2020
LONSAAWQ82A0H4T,CUSC0GD9OMFL1EF,206306.83,12.65,6/17/2020
LONZ8SP312CE4F7,CUSTGRAUBOBM657,50870.51,6.53,2/13/2023
LONPI9CN4W99FAA,CUSVADBOKBIG2X4,292327.29,3.69,9/29/2020
LONJBBISKYMWR4W,CUS22TDKH2JI72M,48255.67,2.44,1/23/2021
LON9ZVGPDRU2CHN,CUSU2T7H60DIFB1,126092.51,6.23,7/6/2019
LONZSXK2KXO86B7,CUSAC4NMSD7K7NO,162711.37,14.46,7/31/2022
LONH6Q4J0DGF4FV,CUSRJGYMQBBMYG8,64636.12,11.76,2/3/2022
LONSOYI23WJXTGT,CUSNKE81BILGZAN,51519.7,10.9,11/2/2022
LONLRCBYKZ40ASM,CUSMJY2N2Y9ZR6I,258213.55,3.47,2/14/2025
LONZ9Y98F79WIYA,CUS4UQQT3034M4B,58232.35,5.98,9/23/2022
LOND30GP6Q861QQ,CUSXV0E1XF9ESJ7,51297.09,5,10/24/2021
LONE2E74DWVZIQY,CUSO1QZ9B6S3F78,277937.98,11.34,3/14/2021
LONOBG0B9M8NJWA,CUSQIGQ6BXUKUXO,82801.44,7.26,4/3/2019
LON6KG9KEJD0365,CUSAQRJS9NPTPR2,95323.33,11.61,4/29/2021
LON5MC1WMZKUU7U,CUSYJXGMO8V6BJJ,201018.02,4.67,3/2/2022
LONP9PXNIY9RNEJ,CUSG7NQ6976OJM6,86469.24,4.57,9/3/2022
LON0IZTA6HWJJMI,CUSVLIPMZ6387IX,243346.47,3.59,4/3/2021
LONEVZMX364PKKV,CUSHENHUB8JZ0PB,69256.04,7.18,3/31/2019
LONP75IHTLTL5NL,CUS5TAJ2HFYA41T,264553.48,12.57,7/27/2025
LON5OLLH9VU3KQQ,CUS1LQRBJOT9S0V,132171.95,13.28,8/7/2020
LON8R31G7JROGSV,CUS6VMLNF4XY3A3,267937.49,13.44,3/12/2022
LOND099U5R828B1,CUS5KVV44QZERD6,234287.28,4.98,2/28/2021
LONU9GY2T8YQGOG,CUS7X1RCQ1M0CU2,1279.67,9.54,5/16/2019
LONS5Q5C1PHMQL8,CUSUPWQ7X7VE87U,250717.95,10.53,3/3/2024
LON7VMDS28GMWLT,CUSDK45DXGUZB89,117489.84,3.04,8/7/2023
LONJ4J5BY6PCUDX,CUSMPVY95BTIW6X,90596.14,10.54,9/4/2020
LONZZTGLF5SIXBT,CUSYJLGURSVKR4W,37926.77,5.77,3/17/2022
LONMHWPTG0CMUGB,CUSQXMSDFTQQJO6,73515.55,5.32,11/2/2021
LON7X60JL2BSRLG,CUSFX58NCVKHP4B,263290.46,8.39,10/4/2023
LONDG01110TSG66,CUS79Z09VI8QI70,156654.9,5.87,4/16/2025
LONQ7MK6Z86655P,CUSSBLZS4WBAVRF,211512.02,4.44,9/25/2019
LON2QR8FWE91AT9,CUSFVV1BXTWWMCC,4088.1,8.17,12/23/2022
